Field Id,Field name,Rule,Rule type,Action,Rule note,Message,Message,Condition (if present):,Description
lctr.transaction.startingActions.conductors.entityDetails.address.city,City,121695,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Entity,"Send a warning if the user did not provide a value  lctr.transaction.startingActions.conductors.entityDetails.addressTypeCode is '1' and and there is at least one completing action where lctr.transaction.completingActions.details.dispositionCode is one of Exchange to fiat currency (3), Purchase of money order (6), Life insurance policy purchase/deposit (7), Investment product purchase/deposit (8), Issued cheque (23) and the corresponding amount is greater than or equal to $ 3000 CAD.
"
lctr.transaction.startingActions.conductors.entityDetails.address.city,City,121692,Format,Reject,,Invalid format.,362,Conductor / Entity,"Reject this report if the user provided text that is not between 1 and 100 characters.
"
lctr.transaction.startingActions.conductors.entityDetails.address.countryCode,Country,121700,Presence,Reject,,"This field was not completed, but is required based on the value entered elsewhere in the report.",330,Conductor / Entity,"Reject this report if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.methodCode is 1 and lctr.transaction.largeCashTransactionDetails.thresholdIndicator is true and lctr.transaction.startingActions.details.depositToBusinessAccountIndicator is false.
"
lctr.transaction.startingActions.conductors.entityDetails.address.countryCode,Country,121703,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Entity,"Send a warning if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.methodCode is one of Automated banking machine (2), Armoured car (3), Courier (4), Mail deposit (5), Other (7).
"
lctr.transaction.startingActions.conductors.entityDetails.address.countryCode,Country,121704,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Entity,"Send a warning if the user did not provide a value  and there is at least one completing action where lctr.transaction.completingActions.details.dispositionCode is one of Outgoing email money transfer (20), Holding funds (21), Outgoing domestic funds transfer (24), Outgoing international funds transfer (25) and the corresponding amount is greater than or equal to $ 1000 CAD.
"
lctr.transaction.startingActions.conductors.entityDetails.address.countryCode,Country,121705,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Entity,"Send a warning if the user did not provide a value  and there is at least one completing action where lctr.transaction.completingActions.details.dispositionCode is one of Exchange to fiat currency (3), Purchase of money order (6), Life insurance policy purchase/deposit (7), Investment product purchase/deposit (8), Issued cheque (23) and the corresponding amount is greater than or equal to $ 3000 CAD.
"
lctr.transaction.startingActions.conductors.entityDetails.address.countryCode,Country,121701,Format,Reject,,Invalid format.,362,Conductor / Entity,"Reject this report if the user provided text that is not between 2 and 2 characters, containing only alpha characters.
"
lctr.transaction.startingActions.conductors.entityDetails.address.countryCode,Country,121702,Content,Reject,,The value entered is not in FINTRAC's list of values for the field.,300,Conductor / Entity,"Reject this report if the user provided a value not in the list:
	 - All ISO Countries
"
lctr.transaction.startingActions.conductors.entityDetails.address.district,District,121620,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / Entity,"Reject this report if the user provided a value and any of lctr.transaction.startingActions.conductors.entityDetails.address.unstructured are not empty.
"
lctr.transaction.startingActions.conductors.entityDetails.address.district,District,121621,Format,Reject,,Invalid format.,362,Conductor / Entity,"Reject this report if the user provided text that is not between 1 and 100 characters.
"
lctr.transaction.startingActions.conductors.entityDetails.address.postalZipCode,Postal or zip code,121660,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / Entity,"Reject this report if the user provided a value and any of lctr.transaction.startingActions.conductors.entityDetails.address.unstructured are not empty.
"
lctr.transaction.startingActions.conductors.entityDetails.address.postalZipCode,Postal or zip code,121663,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Entity,"Send a warning if the user did not provide a value and lctr.transaction.startingActions.conductors.entityDetails.address.unstructured is blank and lctr.transaction.startingActions.conductors.entityDetails.address.countryCode is one of Canada (CA), United States (US).
"
lctr.transaction.startingActions.conductors.entityDetails.address.postalZipCode,Postal or zip code,121661,Format,Reject,,Invalid format.,362,Conductor / Entity,"Reject this report if the user provided text that is not between 1 and 20 characters.
"
lctr.transaction.startingActions.conductors.entityDetails.address.postalZipCode,Postal or zip code,121662,Content,Reject,,The value entered for this field is not a valid format for a Postal Code / Zip Code.,363,Conductor / Entity,"Reject this report if the postal code provided is not a valid Canadian postal code OR if the ZIP code provided is not a valid US ZIP code OR if the postal code provided is not alphanumeric for countries entered in lctr.transaction.startingActions.conductors.entityDetails.address.countryCode other than Canada and the United States.
"
lctr.transaction.startingActions.conductors.entityDetails.address.provinceStateCode,Province or state code,121630,Presence,Reject,,"This field was not completed, but is required based on the value entered elsewhere in the report.",330,Conductor / Entity,"Reject this report if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.thresholdIndicator is 'true' and lctr.transaction.startingActions.conductors.entityDetails.addressTypeCode is Structured address (1) and lctr.transaction.largeCashTransactionDetails.methodCode is In person (1) and lctr.transaction.startingActions.conductors.entityDetails.address.countryCode is one of Canada (CA), United States (US), Mexico (MX).
"
lctr.transaction.startingActions.conductors.entityDetails.address.provinceStateCode,Province or state code,121631,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / Entity,"Reject this report if the user provided a value and any of lctr.transaction.startingActions.conductors.entityDetails.address.unstructured are not empty.
"
lctr.transaction.startingActions.conductors.entityDetails.address.provinceStateCode,Province or state code,121632,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / Entity,"Reject this report if the user provided a value and lctr.transaction.startingActions.conductors.entityDetails.address.countryCode is not in CA, US, MX.
"
